Time(sec), Queue Density, Dynamic Density
327.800000, 0.137700, 0.016760
328.000000, 0.181700, 0.042420
328.200000, 0.201690, 0.048260
328.400000, 0.213380, 0.054530
328.600000, 0.252390, 0.080120
328.800000, 0.280240, 0.099670
329.000000, 0.279190, 0.098670
329.200000, 0.281570, 0.103390
329.400000, 0.318430, 0.104620
329.600000, 0.316220, 0.118840
329.800000, 0.295240, 0.116880
330.000000, 0.263060, 0.113530
330.200000, 0.221080, 0.097480
330.400000, 0.189300, 0.077310
330.600000, 0.176140, 0.069480
330.800000, 0.165790, 0.060390
331.000000, 0.148460, 0.051280
331.200000, 0.183100, 0.065700
331.400000, 0.222930, 0.078460
331.600000, 0.260480, 0.092840
331.800000, 0.287680, 0.099780
332.000000, 0.294420, 0.094210
332.200000, 0.297750, 0.086780
332.400000, 0.290200, 0.086210
332.600000, 0.270930, 0.082970
332.800000, 0.252930, 0.075940
333.000000, 0.230860, 0.073550
333.200000, 0.205100, 0.075230
333.400000, 0.170950, 0.071390
333.600000, 0.165490, 0.065430
333.800000, 0.170780, 0.069410
334.000000, 0.176130, 0.064540
334.200000, 0.167140, 0.051530
334.400000, 0.152800, 0.036450
334.600000, 0.150960, 0.024160
334.800000, 0.162850, 0.017870
335.000000, 0.161380, 0.013670
335.200000, 0.154260, 0.012210
335.400000, 0.151160, 0.007470
335.600000, 0.154020, 0.007910
335.800000, 0.153190, 0.009470
336.000000, 0.147540, 0.010850
336.200000, 0.146020, 0.012420
336.400000, 0.146360, 0.013690
336.600000, 0.151280, 0.017210
336.800000, 0.170770, 0.029140
337.000000, 0.193510, 0.041590
337.200000, 0.224440, 0.055720
337.400000, 0.267030, 0.076240
337.600000, 0.305920, 0.101390
337.800000, 0.352690, 0.125820
338.000000, 0.407730, 0.151930
338.200000, 0.456760, 0.171170
338.400000, 0.495230, 0.186320
338.600000, 0.508760, 0.221450
338.800000, 0.501530, 0.223560
339.000000, 0.482110, 0.214430
339.200000, 0.425830, 0.197010
339.400000, 0.375590, 0.193230
339.600000, 0.341650, 0.186780
339.800000, 0.318830, 0.179090
340.000000, 0.299770, 0.172310
340.200000, 0.276810, 0.164720
340.400000, 0.259860, 0.148810
340.600000, 0.256920, 0.125330
340.800000, 0.249820, 0.100800
341.000000, 0.235100, 0.073960
341.200000, 0.221750, 0.048240
341.400000, 0.203700, 0.027360
341.600000, 0.179180, 0.014150
341.800000, 0.156490, 0.005210
342.000000, 0.141020, 0.000540
342.200000, 0.139510, 0.000560
342.400000, 0.151830, 0.000820
342.600000, 0.152510, 0.000750
342.800000, 0.151650, 0.000660
343.000000, 0.151510, 0.000600
343.200000, 0.151990, 0.000610
343.400000, 0.152080, 0.000600
343.600000, 0.152640, 0.000640
343.800000, 0.152890, 0.000570
344.000000, 0.149420, 0.000680
344.200000, 0.149070, 0.000600
344.400000, 0.150090, 0.000530
344.600000, 0.150890, 0.000520
344.800000, 0.151350, 0.000480
345.000000, 0.152320, 0.000450
345.200000, 0.152530, 0.000440
345.400000, 0.153210, 0.000400
345.600000, 0.151980, 0.000500
345.800000, 0.151610, 0.000410
346.000000, 0.152070, 0.000400
346.200000, 0.152560, 0.000440
346.400000, 0.146350, 0.000420
346.600000, 0.147110, 0.000370
346.800000, 0.148090, 0.000340
347.000000, 0.148610, 0.000330
347.200000, 0.148100, 0.000330
347.400000, 0.148820, 0.000330
347.600000, 0.149230, 0.000340
347.800000, 0.149470, 0.000340
348.000000, 0.147140, 0.000510
348.200000, 0.146540, 0.000350
348.400000, 0.146200, 0.000320
348.600000, 0.146540, 0.000320
348.800000, 0.147120, 0.000300
349.000000, 0.147370, 0.000300
349.200000, 0.148620, 0.000320
349.400000, 0.149000, 0.000300
349.600000, 0.149340, 0.000290
349.800000, 0.150410, 0.000300
350.000000, 0.151160, 0.000310
350.200000, 0.151320, 0.000300
350.400000, 0.153360, 0.000260
350.600000, 0.178120, 0.020620
350.800000, 0.211750, 0.046060
351.000000, 0.236060, 0.056520
351.200000, 0.243270, 0.065780
351.400000, 0.224540, 0.067610
351.600000, 0.227130, 0.065940
351.800000, 0.224670, 0.061980
352.000000, 0.224870, 0.064830
352.200000, 0.223220, 0.067890
352.400000, 0.217830, 0.067610
352.600000, 0.220820, 0.071850
352.800000, 0.252990, 0.094660
353.000000, 0.288940, 0.112790
353.200000, 0.338360, 0.133860
353.400000, 0.372320, 0.144720
353.600000, 0.429520, 0.166920
353.800000, 0.470210, 0.177740
354.000000, 0.489530, 0.179160
354.200000, 0.488390, 0.183290
354.400000, 0.485620, 0.182050
354.600000, 0.485160, 0.180970
354.800000, 0.480860, 0.179460
355.000000, 0.467520, 0.174050
355.200000, 0.454780, 0.170800
355.400000, 0.461250, 0.178330
355.600000, 0.473990, 0.192190
355.800000, 0.494980, 0.198630
356.000000, 0.507260, 0.195510
356.200000, 0.505390, 0.191860
356.400000, 0.473370, 0.185200
356.600000, 0.469870, 0.182400
356.800000, 0.475780, 0.188410
357.000000, 0.502160, 0.204200
357.200000, 0.537300, 0.223330
357.400000, 0.580710, 0.234110
357.600000, 0.529600, 0.232660
357.800000, 0.519240, 0.239200
358.000000, 0.456730, 0.236570
358.200000, 0.450410, 0.228520
358.400000, 0.443570, 0.227940
358.600000, 0.430760, 0.220570
358.800000, 0.426570, 0.217300
359.000000, 0.420140, 0.218700
359.200000, 0.425380, 0.227660
359.400000, 0.438150, 0.234820
359.600000, 0.449240, 0.245150
359.800000, 0.462380, 0.250730
360.000000, 0.470620, 0.249140
360.200000, 0.469510, 0.246940
360.400000, 0.466910, 0.241860
360.600000, 0.464230, 0.239230
360.800000, 0.457430, 0.237140
361.000000, 0.453490, 0.236410
361.200000, 0.461610, 0.244850
361.400000, 0.472710, 0.255310
361.600000, 0.490510, 0.263200
361.800000, 0.503230, 0.270810
362.000000, 0.508060, 0.271920
362.200000, 0.513170, 0.273280
362.400000, 0.525860, 0.276650
362.600000, 0.541360, 0.280680
362.800000, 0.557960, 0.284080
363.000000, 0.579430, 0.291400
363.200000, 0.591910, 0.295180
363.400000, 0.601870, 0.296210
363.600000, 0.606530, 0.297800
363.800000, 0.608050, 0.297460
364.000000, 0.608240, 0.295860
364.200000, 0.609040, 0.296440
364.400000, 0.610010, 0.300040
364.600000, 0.609110, 0.300990
364.800000, 0.613210, 0.294580
365.000000, 0.606690, 0.288610
365.200000, 0.602340, 0.284170
365.400000, 0.603860, 0.282050
365.600000, 0.606230, 0.283370
365.800000, 0.612030, 0.284810
366.000000, 0.617850, 0.287570
366.200000, 0.624560, 0.290710
366.400000, 0.642970, 0.294810
366.600000, 0.668050, 0.297220
366.800000, 0.772580, 0.300480
367.000000, 0.862540, 0.302580
367.200000, 0.916340, 0.307510
367.400000, 0.931680, 0.312280
367.600000, 0.940220, 0.315650
367.800000, 0.944150, 0.315700
368.000000, 0.960890, 0.332100
368.200000, 0.961190, 0.341170
368.400000, 0.960850, 0.348630
368.600000, 0.961760, 0.356440
368.800000, 0.963200, 0.363970
369.000000, 0.964660, 0.370420
369.200000, 0.965100, 0.376070
369.400000, 0.965810, 0.381120
369.600000, 0.966230, 0.379620
369.800000, 0.969300, 0.381820
370.000000, 0.968780, 0.379420
370.200000, 0.968940, 0.379790
370.400000, 0.967730, 0.382450
370.600000, 0.967840, 0.389710
370.800000, 0.968320, 0.394660
371.000000, 0.968210, 0.404280
371.200000, 0.966130, 0.413260
371.400000, 0.965590, 0.426880
371.600000, 0.966100, 0.436180
371.800000, 0.966430, 0.441350
372.000000, 0.965300, 0.438000
372.200000, 0.965770, 0.434370
372.400000, 0.966650, 0.434540
372.600000, 0.969400, 0.438840
372.800000, 0.969780, 0.438400
373.000000, 0.971810, 0.436710
373.200000, 0.972220, 0.427860
373.400000, 0.972270, 0.423690
373.600000, 0.972750, 0.417230
373.800000, 0.972960, 0.420150
374.000000, 0.973440, 0.426260
374.200000, 0.973350, 0.430870
374.400000, 0.973620, 0.431940
374.600000, 0.973590, 0.432290
374.800000, 0.974410, 0.432740
375.000000, 0.974490, 0.430220
375.200000, 0.974090, 0.427000
375.400000, 0.974670, 0.423830
375.600000, 0.974910, 0.418690
375.800000, 0.975070, 0.415750
376.000000, 0.975560, 0.412200
376.200000, 0.976630, 0.405900
376.400000, 0.977650, 0.420690
376.600000, 0.977470, 0.420440
376.800000, 0.977560, 0.418700
377.000000, 0.977740, 0.414490
377.200000, 0.978030, 0.407990
377.400000, 0.977580, 0.403860
377.600000, 0.978330, 0.400360
377.800000, 0.978580, 0.398050
378.000000, 0.978700, 0.400350
378.200000, 0.978780, 0.397260
378.400000, 0.978640, 0.393030
378.600000, 0.978540, 0.386330
378.800000, 0.978580, 0.381970
379.000000, 0.978100, 0.377430
379.200000, 0.977610, 0.373440
379.400000, 0.977790, 0.368350
379.600000, 0.977960, 0.360740
379.800000, 0.977880, 0.350740
380.000000, 0.978140, 0.345590
380.200000, 0.978860, 0.347150
380.400000, 0.979350, 0.342790
380.600000, 0.979220, 0.338500
380.800000, 0.979850, 0.338670
381.000000, 0.980210, 0.340010
381.200000, 0.979910, 0.336770
381.400000, 0.978910, 0.354470
381.600000, 0.978640, 0.349150
381.800000, 0.978570, 0.344910
382.000000, 0.978700, 0.338990
382.200000, 0.978490, 0.331190
382.400000, 0.978520, 0.324780
