Time(sec), Queue Density, Dynamic Density
163.400000, 0.155310, 0.052460
163.600000, 0.139000, 0.051420
163.800000, 0.143850, 0.042690
164.000000, 0.160780, 0.051220
164.200000, 0.171550, 0.054870
164.400000, 0.164330, 0.044450
164.600000, 0.154230, 0.034280
164.800000, 0.144350, 0.024390
165.000000, 0.132590, 0.017050
165.200000, 0.139130, 0.024670
165.400000, 0.145410, 0.024530
165.600000, 0.151760, 0.025500
165.800000, 0.159100, 0.025820
166.000000, 0.157620, 0.025190
166.200000, 0.156480, 0.026440
166.400000, 0.153340, 0.024260
166.600000, 0.151620, 0.027720
166.800000, 0.151590, 0.027690
167.000000, 0.152300, 0.027250
167.200000, 0.156670, 0.031320
167.400000, 0.179270, 0.048160
167.600000, 0.211900, 0.066400
167.800000, 0.215810, 0.075370
168.000000, 0.219770, 0.087060
168.200000, 0.238060, 0.096880
168.400000, 0.241240, 0.106430
168.600000, 0.228290, 0.116610
168.800000, 0.216340, 0.110320
169.000000, 0.197210, 0.105420
169.200000, 0.181810, 0.093880
169.400000, 0.179390, 0.081490
169.600000, 0.184780, 0.073920
169.800000, 0.195770, 0.070850
170.000000, 0.191870, 0.069540
170.200000, 0.178680, 0.062290
170.400000, 0.166070, 0.055010
170.600000, 0.149140, 0.042700
170.800000, 0.143770, 0.031450
171.000000, 0.130270, 0.019770
171.200000, 0.132850, 0.011530
171.400000, 0.133980, 0.007850
171.600000, 0.133050, 0.007040
171.800000, 0.133250, 0.007120
172.000000, 0.134040, 0.006990
172.200000, 0.134070, 0.006880
172.400000, 0.133000, 0.007010
172.600000, 0.132000, 0.006790
172.800000, 0.133150, 0.006870
173.000000, 0.133860, 0.006910
173.200000, 0.133920, 0.006840
173.400000, 0.134520, 0.006610
173.600000, 0.134650, 0.006640
173.800000, 0.135340, 0.006840
174.000000, 0.135370, 0.006790
174.200000, 0.137160, 0.006740
174.400000, 0.137540, 0.006630
174.600000, 0.137790, 0.006330
174.800000, 0.137600, 0.006390
175.000000, 0.144500, 0.012340
175.200000, 0.172340, 0.035640
175.400000, 0.200960, 0.052850
175.600000, 0.208850, 0.062870
175.800000, 0.212530, 0.071790
176.000000, 0.238230, 0.098140
176.200000, 0.274110, 0.125640
176.400000, 0.320470, 0.155200
176.600000, 0.352340, 0.195640
176.800000, 0.379060, 0.214720
177.000000, 0.370780, 0.223980
177.200000, 0.386000, 0.220610
177.400000, 0.399150, 0.238420
177.600000, 0.383120, 0.228850
177.800000, 0.366880, 0.223640
178.000000, 0.361210, 0.209590
178.200000, 0.352340, 0.218430
178.400000, 0.344150, 0.206280
178.600000, 0.337680, 0.183900
178.800000, 0.312550, 0.156920
179.000000, 0.305920, 0.143000
179.200000, 0.280820, 0.138120
179.400000, 0.289220, 0.126160
179.600000, 0.278500, 0.115770
179.800000, 0.266420, 0.104300
180.000000, 0.252790, 0.091980
180.200000, 0.236040, 0.079230
180.400000, 0.226740, 0.067650
180.600000, 0.218420, 0.059480
180.800000, 0.212720, 0.055860
181.000000, 0.207030, 0.051540
181.200000, 0.201770, 0.053860
181.400000, 0.191630, 0.056150
181.600000, 0.191880, 0.058670
181.800000, 0.196690, 0.062810
182.000000, 0.214790, 0.078800
182.200000, 0.235980, 0.097350
182.400000, 0.253960, 0.106470
182.600000, 0.262200, 0.111300
182.800000, 0.263530, 0.112670
183.000000, 0.265880, 0.113720
183.200000, 0.266650, 0.115850
183.400000, 0.272820, 0.121250
183.600000, 0.274310, 0.122050
183.800000, 0.275120, 0.122420
184.000000, 0.272030, 0.122450
184.200000, 0.280370, 0.125550
184.400000, 0.278500, 0.127620
184.600000, 0.277270, 0.127960
184.800000, 0.276650, 0.128650
185.000000, 0.273610, 0.128040
185.200000, 0.271930, 0.132060
185.400000, 0.269620, 0.134430
185.600000, 0.264750, 0.133800
185.800000, 0.255800, 0.132580
186.000000, 0.251600, 0.131400
186.200000, 0.248430, 0.131140
186.400000, 0.243760, 0.129970
186.600000, 0.239230, 0.126320
186.800000, 0.237150, 0.124630
187.000000, 0.233280, 0.121190
187.200000, 0.232150, 0.119860
187.400000, 0.227920, 0.117090
187.600000, 0.227120, 0.117140
187.800000, 0.227800, 0.116840
188.000000, 0.229010, 0.116140
188.200000, 0.230750, 0.117020
188.400000, 0.231850, 0.116110
188.600000, 0.231500, 0.114830
188.800000, 0.231290, 0.114960
189.000000, 0.232240, 0.115640
189.200000, 0.235590, 0.115400
189.400000, 0.234760, 0.113200
189.600000, 0.233880, 0.110830
189.800000, 0.234470, 0.110290
190.000000, 0.233560, 0.108870
190.200000, 0.234250, 0.107450
190.400000, 0.234820, 0.106880
190.600000, 0.235540, 0.105960
190.800000, 0.234240, 0.103470
191.000000, 0.235700, 0.103020
191.200000, 0.237100, 0.103520
191.400000, 0.237010, 0.102880
191.600000, 0.238380, 0.101580
191.800000, 0.237240, 0.098310
192.000000, 0.241150, 0.099080
192.200000, 0.250150, 0.104440
192.400000, 0.249620, 0.109120
192.600000, 0.250750, 0.110970
192.800000, 0.249110, 0.108710
193.000000, 0.247700, 0.103800
193.200000, 0.246590, 0.101280
193.400000, 0.247180, 0.097720
193.600000, 0.246020, 0.092720
193.800000, 0.246860, 0.090020
194.000000, 0.247500, 0.089270
194.200000, 0.244450, 0.084720
194.400000, 0.244340, 0.082200
194.600000, 0.243370, 0.078230
194.800000, 0.244090, 0.077030
195.000000, 0.244850, 0.075040
195.200000, 0.246310, 0.073030
195.400000, 0.247850, 0.074380
195.600000, 0.250060, 0.074220
195.800000, 0.257570, 0.074300
196.000000, 0.257640, 0.073270
196.200000, 0.258480, 0.073540
196.400000, 0.260940, 0.072630
196.600000, 0.266300, 0.076290
196.800000, 0.273220, 0.078260
197.000000, 0.282630, 0.079750
197.200000, 0.294380, 0.086610
197.400000, 0.316550, 0.102360
197.600000, 0.339370, 0.113650
197.800000, 0.366860, 0.125250
198.000000, 0.437760, 0.151770
198.200000, 0.526280, 0.174680
198.400000, 0.676800, 0.213650
198.600000, 0.743920, 0.235850
198.800000, 0.781530, 0.258620
199.000000, 0.866980, 0.311060
199.200000, 0.946740, 0.378880
199.400000, 0.951540, 0.401200
199.600000, 0.957510, 0.427900
199.800000, 0.960580, 0.443440
200.000000, 0.966480, 0.462810
200.200000, 0.970340, 0.466290
200.400000, 0.971470, 0.462960
200.600000, 0.972860, 0.461910
200.800000, 0.977330, 0.467980
201.000000, 0.977470, 0.466010
201.200000, 0.977060, 0.465240
201.400000, 0.976950, 0.469430
201.600000, 0.977270, 0.475910
201.800000, 0.976940, 0.477000
202.000000, 0.975860, 0.481420
202.200000, 0.976480, 0.484170
202.400000, 0.975810, 0.480460
202.600000, 0.976200, 0.483580
202.800000, 0.976240, 0.478000
203.000000, 0.975300, 0.474500
203.200000, 0.973950, 0.468180
203.400000, 0.973620, 0.459260
203.600000, 0.974020, 0.450420
203.800000, 0.974090, 0.453640
204.000000, 0.973840, 0.466410
204.200000, 0.971940, 0.473750
204.400000, 0.969560, 0.476420
204.600000, 0.969120, 0.479300
204.800000, 0.969600, 0.469520
205.000000, 0.970330, 0.462610
205.200000, 0.969610, 0.458790
205.400000, 0.969390, 0.457460
205.600000, 0.969020, 0.450840
205.800000, 0.967060, 0.437910
206.000000, 0.966720, 0.435170
206.200000, 0.966120, 0.434820
206.400000, 0.965770, 0.434130
206.600000, 0.965340, 0.431250
206.800000, 0.965020, 0.428700
207.000000, 0.967150, 0.420110
207.200000, 0.966390, 0.414040
207.400000, 0.965520, 0.403870
207.600000, 0.964940, 0.395840
207.800000, 0.963450, 0.386940
208.000000, 0.962420, 0.379690
208.200000, 0.961800, 0.372070
208.400000, 0.960300, 0.366340
208.600000, 0.958490, 0.361510
208.800000, 0.958170, 0.358960
209.000000, 0.956420, 0.356930
209.200000, 0.954560, 0.350020
209.400000, 0.952590, 0.346320
209.600000, 0.950030, 0.343920
209.800000, 0.948350, 0.338200
210.000000, 0.947510, 0.332990
210.200000, 0.947910, 0.330980
210.400000, 0.947170, 0.327920
210.600000, 0.946750, 0.324370
210.800000, 0.946220, 0.321900
211.000000, 0.946190, 0.316570
211.200000, 0.946650, 0.313560
211.400000, 0.946320, 0.308350
211.600000, 0.945820, 0.303710
211.800000, 0.945440, 0.298570
212.000000, 0.944320, 0.296410
212.200000, 0.943240, 0.295760
212.400000, 0.942800, 0.297570
212.600000, 0.942340, 0.297030
212.800000, 0.942660, 0.297880
213.000000, 0.942330, 0.297870
213.200000, 0.942460, 0.294260
213.400000, 0.942240, 0.290770
213.600000, 0.942800, 0.286060
213.800000, 0.942570, 0.282550
214.000000, 0.942580, 0.278820
214.200000, 0.941990, 0.277150
214.400000, 0.942450, 0.272120
214.600000, 0.942520, 0.268170
214.800000, 0.942560, 0.265370
215.000000, 0.942580, 0.262700
215.200000, 0.942280, 0.258140
215.400000, 0.942030, 0.253900
215.600000, 0.942110, 0.248740
215.800000, 0.941330, 0.245080
216.000000, 0.941220, 0.239140
216.200000, 0.941540, 0.233550
216.400000, 0.941810, 0.228090
216.600000, 0.941850, 0.221940
216.800000, 0.941640, 0.216320
217.000000, 0.941550, 0.210760
217.200000, 0.941630, 0.206070
217.400000, 0.941350, 0.206690
217.600000, 0.941400, 0.200850
217.800000, 0.941930, 0.193670
218.000000, 0.941820, 0.187630
218.200000, 0.941970, 0.182220
218.400000, 0.941890, 0.177890
218.600000, 0.940760, 0.172260
218.800000, 0.941130, 0.167670
219.000000, 0.941140, 0.163400
219.200000, 0.940450, 0.159740
219.400000, 0.940420, 0.154920
219.600000, 0.940610, 0.152420
219.800000, 0.940540, 0.147780
220.000000, 0.940890, 0.143990
220.200000, 0.940560, 0.140310
220.400000, 0.940390, 0.138190
220.600000, 0.940440, 0.136090
220.800000, 0.940510, 0.136860
221.000000, 0.940470, 0.133290
221.200000, 0.940350, 0.130140
221.400000, 0.940030, 0.128670
221.600000, 0.939890, 0.125230
221.800000, 0.940040, 0.122940
222.000000, 0.939930, 0.120380
222.200000, 0.940280, 0.118550
222.400000, 0.941170, 0.115470
222.600000, 0.941250, 0.112040
222.800000, 0.941160, 0.108490
223.000000, 0.940450, 0.104880
223.200000, 0.939690, 0.099410
223.400000, 0.939170, 0.093750
223.600000, 0.939620, 0.089430
223.800000, 0.939820, 0.084670
224.000000, 0.939940, 0.080460
224.200000, 0.941940, 0.079840
224.400000, 0.941980, 0.076840
224.600000, 0.941500, 0.070760
224.800000, 0.941750, 0.064750
225.000000, 0.941960, 0.060120
225.200000, 0.942040, 0.056770
225.400000, 0.942100, 0.054590
225.600000, 0.941820, 0.052000
225.800000, 0.941390, 0.053070
226.000000, 0.941290, 0.050350
226.200000, 0.941430, 0.049120
226.400000, 0.941570, 0.047170
226.600000, 0.941280, 0.045740
226.800000, 0.941850, 0.045480
227.000000, 0.941610, 0.045690
227.200000, 0.941550, 0.045690
227.400000, 0.940400, 0.047830
227.600000, 0.940420, 0.046500
227.800000, 0.940680, 0.045590
228.000000, 0.940620, 0.044920
228.200000, 0.940360, 0.043750
228.400000, 0.940350, 0.042790
228.600000, 0.940460, 0.042070
228.800000, 0.940550, 0.041180
229.000000, 0.941560, 0.040500
229.200000, 0.942600, 0.043830
229.400000, 0.942800, 0.042610
229.600000, 0.942440, 0.041370
229.800000, 0.942700, 0.040240
230.000000, 0.942420, 0.039560
230.200000, 0.943090, 0.039020
230.400000, 0.942770, 0.038590
230.600000, 0.942900, 0.038010
230.800000, 0.943470, 0.039880
231.000000, 0.943510, 0.039390
231.200000, 0.943200, 0.038550
231.400000, 0.943550, 0.036290
231.600000, 0.943430, 0.033270
231.800000, 0.943700, 0.032030
232.000000, 0.943660, 0.031320
232.200000, 0.943540, 0.030810
232.400000, 0.944450, 0.032730
232.600000, 0.944450, 0.030480
232.800000, 0.944650, 0.029490
233.000000, 0.944630, 0.028360
233.200000, 0.943850, 0.027880
233.400000, 0.944180, 0.027250
233.600000, 0.944130, 0.027000
233.800000, 0.943920, 0.026620
234.000000, 0.944100, 0.025780
234.200000, 0.944560, 0.026110
234.400000, 0.944890, 0.024740
234.600000, 0.944630, 0.024180
234.800000, 0.944600, 0.023760
235.000000, 0.944730, 0.022890
235.200000, 0.944670, 0.022460
235.400000, 0.944690, 0.022100
235.600000, 0.944100, 0.021910
235.800000, 0.944490, 0.022340
236.000000, 0.944500, 0.021090
236.200000, 0.944600, 0.020940
236.400000, 0.944440, 0.021870
236.600000, 0.943840, 0.023080
236.800000, 0.943810, 0.023700
237.000000, 0.943300, 0.023420
237.200000, 0.943120, 0.023740
237.400000, 0.943360, 0.024300
237.600000, 0.943430, 0.022870
237.800000, 0.943170, 0.021940
238.000000, 0.943670, 0.022010
238.200000, 0.943970, 0.020990
238.400000, 0.943400, 0.020260
238.600000, 0.943830, 0.020640
238.800000, 0.943640, 0.021380
239.000000, 0.943680, 0.021700
239.200000, 0.943820, 0.022220
239.400000, 0.943380, 0.021790
239.600000, 0.943550, 0.021190
239.800000, 0.943340, 0.020740
240.000000, 0.943150, 0.018420
240.200000, 0.943040, 0.016560
240.400000, 0.943530, 0.016580
240.600000, 0.943820, 0.017560
240.800000, 0.943560, 0.018850
241.000000, 0.943110, 0.020130
241.200000, 0.942980, 0.022480
241.400000, 0.941900, 0.027440
241.600000, 0.941980, 0.026650
241.800000, 0.941720, 0.024820
242.000000, 0.941560, 0.024570
242.200000, 0.941380, 0.024230
242.400000, 0.941690, 0.024700
242.600000, 0.941330, 0.024460
242.800000, 0.941120, 0.023980
243.000000, 0.942880, 0.025140
243.200000, 0.943130, 0.023790
243.400000, 0.942310, 0.023660
243.600000, 0.942550, 0.024020
243.800000, 0.942650, 0.023090
244.000000, 0.942540, 0.023120
244.200000, 0.942250, 0.022670
244.400000, 0.941830, 0.022390
244.600000, 0.941990, 0.022380
244.800000, 0.942490, 0.023960
245.000000, 0.942290, 0.024280
245.200000, 0.942370, 0.024930
245.400000, 0.942660, 0.026120
245.600000, 0.942860, 0.028050
245.800000, 0.942250, 0.027360
246.000000, 0.941920, 0.027170
246.200000, 0.941880, 0.026040
246.400000, 0.942500, 0.025190
246.600000, 0.942480, 0.034730
246.800000, 0.942660, 0.042370
247.000000, 0.942900, 0.049040
247.200000, 0.942790, 0.050340
247.400000, 0.943070, 0.052050
247.600000, 0.943440, 0.054910
247.800000, 0.943890, 0.056100
248.000000, 0.944450, 0.057800
248.200000, 0.945120, 0.057750
248.400000, 0.945420, 0.057520
248.600000, 0.945210, 0.058110
248.800000, 0.944600, 0.058570
249.000000, 0.945090, 0.058700
249.200000, 0.944880, 0.059900
249.400000, 0.944490, 0.060390
249.600000, 0.944600, 0.060210
249.800000, 0.946640, 0.061370
250.000000, 0.946310, 0.061250
250.200000, 0.946210, 0.059550
250.400000, 0.945750, 0.058160
250.600000, 0.945680, 0.056810
250.800000, 0.945190, 0.056510
251.000000, 0.944880, 0.056070
251.200000, 0.943660, 0.058200
251.400000, 0.943510, 0.063020
251.600000, 0.944310, 0.062860
251.800000, 0.944700, 0.065290
252.000000, 0.944690, 0.067380
252.200000, 0.944980, 0.067580
252.400000, 0.945060, 0.068320
252.600000, 0.944930, 0.069720
252.800000, 0.944690, 0.073450
253.000000, 0.944940, 0.081520
253.200000, 0.944850, 0.089140
253.400000, 0.943850, 0.097070
253.600000, 0.942980, 0.101720
253.800000, 0.942550, 0.106640
254.000000, 0.943380, 0.110090
254.200000, 0.944310, 0.111720
254.400000, 0.944470, 0.112250
254.600000, 0.944400, 0.113510
254.800000, 0.950320, 0.123230
255.000000, 0.949900, 0.119940
255.200000, 0.950110, 0.117750
255.400000, 0.950020, 0.116480
255.600000, 0.950030, 0.115330
255.800000, 0.949840, 0.113870
256.000000, 0.950020, 0.112950
256.200000, 0.950090, 0.112050
256.400000, 0.949270, 0.116510
256.600000, 0.949030, 0.112950
256.800000, 0.949210, 0.110720
257.000000, 0.949000, 0.109760
257.200000, 0.948600, 0.109910
257.400000, 0.948720, 0.109730
257.600000, 0.948710, 0.111050
257.800000, 0.948920, 0.110090
258.000000, 0.950660, 0.114040
258.200000, 0.950600, 0.108550
258.400000, 0.950160, 0.105450
258.600000, 0.949770, 0.104070
258.800000, 0.949740, 0.102980
259.000000, 0.949390, 0.102530
259.200000, 0.949490, 0.101100
259.400000, 0.949550, 0.100200
259.600000, 0.949230, 0.103650
259.800000, 0.950000, 0.106590
260.000000, 0.949820, 0.105310
260.200000, 0.949850, 0.100160
260.400000, 0.949830, 0.097020
260.600000, 0.949560, 0.092590
260.800000, 0.949370, 0.089820
261.000000, 0.949120, 0.087400
261.200000, 0.949070, 0.084200
261.400000, 0.951100, 0.083520
261.600000, 0.950550, 0.078350
261.800000, 0.950600, 0.074470
262.000000, 0.950610, 0.073230
262.200000, 0.950220, 0.068570
262.400000, 0.950060, 0.064600
262.600000, 0.949840, 0.063860
262.800000, 0.949720, 0.063290
263.000000, 0.950050, 0.061050
263.200000, 0.950070, 0.056150
263.400000, 0.949630, 0.052280
263.600000, 0.949600, 0.049670
263.800000, 0.949480, 0.048490
264.000000, 0.949670, 0.048370
264.200000, 0.949670, 0.046060
264.400000, 0.949600, 0.042270
264.600000, 0.949480, 0.039380
264.800000, 0.950800, 0.040230
265.000000, 0.950570, 0.036620
265.200000, 0.949970, 0.033510
265.400000, 0.950300, 0.034410
265.600000, 0.950240, 0.035740
265.800000, 0.949980, 0.031000
266.000000, 0.950040, 0.027840
266.200000, 0.950060, 0.026280
266.400000, 0.952100, 0.028360
266.600000, 0.952270, 0.026770
266.800000, 0.951570, 0.025950
267.000000, 0.951360, 0.025200
267.200000, 0.951110, 0.024720
267.400000, 0.950750, 0.023850
267.600000, 0.950650, 0.023320
267.800000, 0.950580, 0.023390
268.000000, 0.950190, 0.030380
268.200000, 0.950410, 0.031460
268.400000, 0.950610, 0.032970
268.600000, 0.950630, 0.031900
268.800000, 0.949970, 0.028400
269.000000, 0.949850, 0.026950
269.200000, 0.949730, 0.026520
269.400000, 0.949520, 0.025480
269.600000, 0.949860, 0.022960
269.800000, 0.949980, 0.022570
270.000000, 0.949890, 0.020400
270.200000, 0.949530, 0.019740
270.400000, 0.949920, 0.018900
270.600000, 0.950230, 0.018670
270.800000, 0.950360, 0.019050
271.000000, 0.950420, 0.020330
271.200000, 0.951090, 0.021320
271.400000, 0.950920, 0.029910
271.600000, 0.951060, 0.028780
271.800000, 0.950720, 0.027570
272.000000, 0.950620, 0.026520
272.200000, 0.950160, 0.023180
272.400000, 0.950210, 0.021200
272.600000, 0.950110, 0.019120
272.800000, 0.950200, 0.020710
273.000000, 0.951350, 0.025830
273.200000, 0.951780, 0.022850
273.400000, 0.951530, 0.023740
273.600000, 0.951400, 0.025340
273.800000, 0.951420, 0.027590
274.000000, 0.950990, 0.029330
274.200000, 0.950540, 0.029800
274.400000, 0.950250, 0.032740
274.600000, 0.950510, 0.034920
274.800000, 0.951790, 0.037320
275.000000, 0.951560, 0.035350
275.200000, 0.950850, 0.032900
275.400000, 0.950670, 0.035200
275.600000, 0.950720, 0.043500
275.800000, 0.950850, 0.051990
276.000000, 0.950440, 0.058940
276.200000, 0.950400, 0.067230
276.400000, 0.952070, 0.080190
276.600000, 0.951560, 0.084980
276.800000, 0.950780, 0.091210
277.000000, 0.950850, 0.098230
277.200000, 0.950180, 0.103680
277.400000, 0.950150, 0.111790
277.600000, 0.949380, 0.118050
277.800000, 0.948910, 0.122620
278.000000, 0.947760, 0.138220
278.200000, 0.948490, 0.155670
278.400000, 0.947600, 0.176530
278.600000, 0.946870, 0.199550
278.800000, 0.946800, 0.218300
279.000000, 0.946560, 0.237540
279.200000, 0.946320, 0.254120
279.400000, 0.946100, 0.272350
279.600000, 0.946660, 0.282340
279.800000, 0.950110, 0.290470
280.000000, 0.949030, 0.300260
280.200000, 0.948090, 0.320140
280.400000, 0.949100, 0.344500
280.600000, 0.951550, 0.368010
280.800000, 0.950720, 0.392430
281.000000, 0.952730, 0.409500
281.200000, 0.955510, 0.425570
281.400000, 0.960010, 0.445500
281.600000, 0.960630, 0.455880
281.800000, 0.961530, 0.461840
282.000000, 0.963150, 0.462870
282.200000, 0.963220, 0.471450
282.400000, 0.962410, 0.484630
282.600000, 0.960960, 0.496410
282.800000, 0.960350, 0.488410
283.000000, 0.957590, 0.498540
283.200000, 0.957590, 0.515020
283.400000, 0.953460, 0.536220
283.600000, 0.955880, 0.557700
283.800000, 0.953710, 0.571670
284.000000, 0.959300, 0.582120
284.200000, 0.961590, 0.591050
284.400000, 0.967250, 0.596010
284.600000, 0.973140, 0.597210
284.800000, 0.977380, 0.608720
285.000000, 0.978790, 0.625380
285.200000, 0.981500, 0.633290
285.400000, 0.980010, 0.634060
285.600000, 0.981720, 0.624250
285.800000, 0.981240, 0.615510
286.000000, 0.982130, 0.595990
286.200000, 0.975790, 0.600820
286.400000, 0.976950, 0.612570
286.600000, 0.978250, 0.614800
286.800000, 0.977700, 0.607920
287.000000, 0.977350, 0.595110
287.200000, 0.973850, 0.576030
287.400000, 0.976350, 0.577080
287.600000, 0.977960, 0.587230
287.800000, 0.978450, 0.589690
288.000000, 0.975730, 0.579180
288.200000, 0.977090, 0.580610
288.400000, 0.972780, 0.564690
288.600000, 0.967300, 0.559710
288.800000, 0.957310, 0.556110
289.000000, 0.962340, 0.563960
289.200000, 0.967840, 0.578220
289.400000, 0.967020, 0.585930
289.600000, 0.969800, 0.590000
289.800000, 0.967460, 0.588350
290.000000, 0.967420, 0.590250
290.200000, 0.966630, 0.594430
290.400000, 0.960980, 0.595760
290.600000, 0.950640, 0.575840
290.800000, 0.939120, 0.568860
291.000000, 0.934600, 0.576830
291.200000, 0.938610, 0.583710
291.400000, 0.941820, 0.571770
291.600000, 0.947310, 0.562610
291.800000, 0.954630, 0.560310
292.000000, 0.950830, 0.563870
292.200000, 0.939670, 0.565560
292.400000, 0.926950, 0.558630
292.600000, 0.911690, 0.540540
292.800000, 0.897030, 0.526790
293.000000, 0.846280, 0.498080
293.200000, 0.829200, 0.493350
293.400000, 0.801480, 0.488720
293.600000, 0.778030, 0.457590
293.800000, 0.753020, 0.437940
294.000000, 0.688100, 0.417170
294.200000, 0.679220, 0.417350
294.400000, 0.705350, 0.447650
294.600000, 0.754820, 0.479350
294.800000, 0.841970, 0.501410
295.000000, 0.917990, 0.509280
295.200000, 0.952080, 0.493600
295.400000, 0.960950, 0.477080
295.600000, 0.959050, 0.469500
295.800000, 0.952800, 0.455760
296.000000, 0.942360, 0.452280
296.200000, 0.934270, 0.469620
296.400000, 0.930690, 0.486130
296.600000, 0.933780, 0.503320
296.800000, 0.938240, 0.516830
297.000000, 0.941780, 0.516040
297.200000, 0.945540, 0.523110
297.400000, 0.944830, 0.524690
297.600000, 0.945930, 0.519500
297.800000, 0.948190, 0.513600
298.000000, 0.937510, 0.508050
298.200000, 0.940340, 0.522490
298.400000, 0.940950, 0.532530
298.600000, 0.935930, 0.520840
298.800000, 0.921970, 0.519540
299.000000, 0.888320, 0.511570
299.200000, 0.835130, 0.502410
299.400000, 0.821030, 0.498550
299.600000, 0.814630, 0.483640
299.800000, 0.809630, 0.483590
300.000000, 0.812920, 0.492090
300.200000, 0.825770, 0.501320
300.400000, 0.855220, 0.506440
300.600000, 0.899330, 0.504640
300.800000, 0.932300, 0.505630
301.000000, 0.942620, 0.503330
301.200000, 0.953510, 0.490690
301.400000, 0.961330, 0.498740
301.600000, 0.963320, 0.526350
301.800000, 0.967410, 0.550950
302.000000, 0.972710, 0.567310
302.200000, 0.974490, 0.581380
302.400000, 0.976510, 0.575270
302.600000, 0.976440, 0.563340
302.800000, 0.975910, 0.538840
303.000000, 0.977160, 0.522180
303.200000, 0.976680, 0.511180
303.400000, 0.975460, 0.495110
303.600000, 0.975650, 0.486920
303.800000, 0.972140, 0.479140
304.000000, 0.974490, 0.472720
304.200000, 0.967840, 0.483510
304.400000, 0.965360, 0.492640
304.600000, 0.966880, 0.498560
304.800000, 0.962280, 0.512990
305.000000, 0.961310, 0.526040
305.200000, 0.960660, 0.522570
305.400000, 0.958840, 0.518450
305.600000, 0.954810, 0.506050
305.800000, 0.953420, 0.499640
306.000000, 0.951920, 0.486730
306.200000, 0.955060, 0.484790
306.400000, 0.958700, 0.478320
306.600000, 0.959630, 0.476690
306.800000, 0.958040, 0.484220
307.000000, 0.950500, 0.487320
307.200000, 0.951010, 0.477510
307.400000, 0.954150, 0.474920
307.600000, 0.959230, 0.459710
307.800000, 0.961970, 0.438860
308.000000, 0.960240, 0.403150
308.200000, 0.963370, 0.393860
308.400000, 0.959610, 0.381670
308.600000, 0.957960, 0.376480
308.800000, 0.958460, 0.380380
309.000000, 0.959510, 0.377500
309.200000, 0.954940, 0.375370
309.400000, 0.958810, 0.385310
309.600000, 0.960480, 0.398120
309.800000, 0.959270, 0.413450
310.000000, 0.957820, 0.436540
310.200000, 0.957250, 0.437060
310.400000, 0.956440, 0.430830
310.600000, 0.957330, 0.418980
310.800000, 0.956830, 0.404150
311.000000, 0.961420, 0.395150
311.200000, 0.966310, 0.397960
311.400000, 0.967760, 0.388190
311.600000, 0.967930, 0.371450
311.800000, 0.960880, 0.365020
312.000000, 0.945020, 0.344310
312.200000, 0.906840, 0.318510
312.400000, 0.851000, 0.297000
312.600000, 0.799730, 0.281150
312.800000, 0.764750, 0.273270
313.000000, 0.697610, 0.246840
313.200000, 0.701060, 0.240770
313.400000, 0.708650, 0.246230
313.600000, 0.724480, 0.259730
313.800000, 0.737350, 0.266150
314.000000, 0.741300, 0.267860
314.200000, 0.788150, 0.266980
314.400000, 0.874420, 0.281600
314.600000, 0.903030, 0.296520
314.800000, 0.938890, 0.305630
315.000000, 0.947120, 0.307110
315.200000, 0.948590, 0.324880
315.400000, 0.942600, 0.323190
315.600000, 0.931750, 0.313080
315.800000, 0.925410, 0.297940
316.000000, 0.928630, 0.290180
316.200000, 0.923550, 0.296670
316.400000, 0.867130, 0.289890
316.600000, 0.791080, 0.282280
316.800000, 0.564410, 0.247230
317.000000, 0.453420, 0.218740
317.200000, 0.415190, 0.193690
317.400000, 0.361690, 0.167210
317.600000, 0.328350, 0.145180
317.800000, 0.302390, 0.131370
318.000000, 0.275970, 0.115530
318.200000, 0.253580, 0.102050
318.400000, 0.234690, 0.087020
318.600000, 0.212310, 0.072340
318.800000, 0.192460, 0.059080
319.000000, 0.174990, 0.048870
319.200000, 0.160130, 0.034990
319.400000, 0.151870, 0.022320
319.600000, 0.143800, 0.013960
319.800000, 0.134890, 0.009760
320.000000, 0.124930, 0.004350
320.200000, 0.118430, 0.002990
320.400000, 0.117100, 0.002970
320.600000, 0.118390, 0.003240
320.800000, 0.121910, 0.003370
321.000000, 0.125500, 0.003670
321.200000, 0.127860, 0.003790
321.400000, 0.138570, 0.003800
321.600000, 0.139320, 0.004110
321.800000, 0.140510, 0.004390
322.000000, 0.140370, 0.004230
322.200000, 0.139950, 0.003920
322.400000, 0.140900, 0.005960
322.600000, 0.141040, 0.006550
322.800000, 0.141260, 0.006540
323.000000, 0.142250, 0.007000
323.200000, 0.142600, 0.006850
323.400000, 0.141590, 0.006470
323.600000, 0.141960, 0.006820
323.800000, 0.142830, 0.006710
324.000000, 0.143190, 0.006420
324.200000, 0.143920, 0.006320
324.400000, 0.144000, 0.006080
324.600000, 0.143560, 0.006250
324.800000, 0.144080, 0.006130
325.000000, 0.143590, 0.005940
325.200000, 0.143560, 0.005710
325.400000, 0.142400, 0.005430
325.600000, 0.140370, 0.005890
325.800000, 0.140810, 0.005790
326.000000, 0.140650, 0.005550
326.200000, 0.139980, 0.005530
326.400000, 0.139940, 0.004720
326.600000, 0.139300, 0.004540
326.800000, 0.139150, 0.004050
327.000000, 0.138920, 0.004180
327.200000, 0.139200, 0.003970
327.400000, 0.133820, 0.003000
327.600000, 0.133010, 0.002000
